customer_id,signup_date,region,acquisition_channel,account_type,age,gender,risk_score,credit_score,email,phone
C101454,05/12/2022,Johor, Paid Ads,Standard ,37.0,,0.435,711.0,user101454@mail.com,+6014481738
C101455,2022-03-04,Sabah,App store,PLS,18.0,F,0.269,702.0,user101455@example.com,+6011534568
C101456,2022-04-27,Johor ,Referral ,STANDARD,38.0,F,0.232,645.0,user101456@inbox.io,+6017698233
C101457,2021-08-28,manila,paid ads ,standard,35.0,M,0.485,623.0,user101457@corp.co,+6011617533
C101458,2023-07-08,Manila,PAID ADS,PLS,42.0,M,0.057,667.0,user101458@ example.com,6017519410
C101459,2021-11-11,SELANGOR ,Offline  Event,PRM,37.0,F,0.222,632.0,user101459@mail.com,+6011815113
C101460,2025-04-27,sarawak,PARTNER ,plus,31.0,M,0.136,717.0,user101460@mail.com,+6019557926
C101461,2025-08-05,manila,Partner ,premium,22.0,F,0.309,772.0,user101461@mail.com,+6010615326
C101462,2025-06-24,Jakarta,offline,STD,30.0,F,0.205,714.0,user101462@mail.com,+6019949070
C101463,28/04/2021, Johor ,partner,Plus ,25.0,F,0.364,571.0,user101463@corp.co,+6011199496
C101464,2023-11-13,Sabah,Partnership,STD,27.0,M,0.193,642.0,user101464@example.com,+6017247476
C101465,2022-02-12, Pulau Pinang,referral,standard,37.0,F,0.301,681.0,user101465@inbox.io,+6019256591
C101466,16/03/2024,KL,website,STD,45.0,M,0.141,594.0,user101466@corp.co,+6013339492
C101467,25/04/2022,jakarta,Referral ,STD,35.0,M,0.3,682.0,user101467@inbox.io,+6015692445
C101468,2022-05-20,Johor,offline,plus,22.0,M,0.063,708.0,user101468@mail.com,+6011360996
C101469,2022-07-16,Sarawak,app-store,premium,36.0,M,0.482,765.0,user101469@mail.com,+6013478930
C101470,2022-05-30,Penang,app-store,PLS,42.0,F,0.367,789.0,user101470@inbox.io,+6013186316
C101471,2024-09-21,Sarawak,IOS Store,PRM,27.0,M,0.523,609.0,user101471@example.com,+6015359246
C101472,2021-05-16,Penang,partner,PLUS,31.0,M,0.257,673.0,user101472@mail.com,+6015552744
C101473,2024-06-30,johor,app-store,PRM,32.0,Other,0.579,674.0,user101473@example.com,+6012846427
C101474,2024-02-06,sabah,website,STD,26.0,M,,637.0,user101474@example.com,+6018999942
C101475,08/01/2023,Penang,WEB , STD,37.0,F,0.368,686.0,user101475@example.com,+6017854483
C101476,2024-10-12,sarawak,Partnership,Standard ,31.0,M,0.397,,user101476@mail.com,+6012853252
C101477,2023-06-05,bangkok,referral,premium,35.0,M,0.062,717.0,user101477@inbox.io,+6014471247
C101478,26/10/2024,BKK,App store,standard,25.0,F,,,user101478@corp.co,+6010908895
C101479,29/12/2022, JKT, Paid Ads,STD,29.0,M,0.333,,user101479@inbox.io,+6014853657
C101480,2025-07-18,penang,web,plus,38.0,F,0.074,651.0,user101480@corp.co,6010702418
C101481,2023-01-14,Johor,Ads,premium,29.0,M,0.281,618.0,user101481@example.com,+6014208559
C101482,2023-08-20,Saigon,WEB ,Standard ,46.0,M,0.32,803.0,user101482@example.com,+6014931912
C101483,2024-12-28,sabah,ADs,Standard ,29.0,M,0.14,734.0,user101483@corp.co,+6017797436
C101484,2022-08-26,Selangor, PAID ADS,standard,34.0,M,0.324,704.0,user101484@example.com,+6017194432
C101485,17/02/2024,MNL,offline,plus,39.0,M,0.262,670.0,user101485@corp.co,+6016677357
C101486,2024-09-30,Johor,offline,plus,21.0,F,0.338,777.0,user101486@corp.co,+6012657694
C101487,05/12/2024,BKK,Partner ,Standard ,18.0,F,0.305,670.0,user101487@inbox.io,+6019664406
C101488,2023-05-26,BKK,App store,Plus ,20.0,M,0.181,577.0,user101488@corp.co,+6012181285
C101489,01/04/2024,manila,app-store,PREMIUM,42.0,M,0.248,696.0,user101489@inbox.io,6018782126
C101490,2025-04-12,sabah,website,standard,28.0,F,0.353,606.0,user101490@inbox.io,+6012404323
C101491,2025-06-27,Manila,App store,plus,52.0,F,0.152,696.0,user101491@inbox.io,+6014504924
C101492,2024-07-24,MNL,partner,standard,27.0,F,0.39,761.0,user101492@example.com,+6018268871
C101493,2022-05-19,Singapore,Partnership,PRM,,F,0.164,580.0,user101493@inbox.io,+6011519616
C101494,2022-09-13,MNL,partner,plus,44.0,M,0.374,626.0,user101494@corp.co,+6013493629
C101495,2022-03-06,Sarawak,app-store, PRM,48.0,M,0.457,732.0,user101495@inbox.io,+6012726935
C101496,16/02/2023,Bangkok,Partner ,Plus ,48.0,F,0.132,650.0,user101496@corp.co,+6017104098
C101497,2021-06-12,kuala-lumpur,Ads,Standard ,42.0,F,0.291,705.0,user101497@inbox.io,+6013648599
C101498,2025-02-02,MNL,app-store,plus,40.0,F,0.382,705.0,user101498@mail.com,+6016994723
C101499,2024-02-28,Sabah ,app-store,PRM,37.0,M,0.38,733.0,user101499@corp.co,+6014775133
C101500,2025-09-19,Saigon,Offline  Event,premium,,Other,0.278,641.0,user101500@corp.co,+6017341894
C101501,15/11/2021,sarawak,Offline  Event,PLS,28.0,F,0.079,527.0,user101501@inbox.io,+6012851450
C101502,2025-05-22,KL,Referal,standard,25.0,M,0.416,704.0,user101502@corp.co,+6012328277
C101503,2022-01-23,johor,offline,plus,32.0,F,0.335,586.0,user101503@example.com,+6012244881
C101504,05/06/2023,Singapore,website,PRM,31.0,M,0.32,736.0,user101504@corp.co,+6014266427
C101505,2021-09-18,Sarawak,Offline  Event,Premium ,28.0,M,0.331,677.0,user101505@inbox.io,+6016309664
C101506,2022-05-14,selangor,website,Premium ,38.0,M,0.499,662.0,user101506@corp.co,6017683231
C101507,2023-04-28,HCMC,ADs,PRM,40.0,M,0.313,721.0,user101507@mail.com,+6013511820
C101508,27/10/2024,Sarawak,paid ads,Plus ,33.0,M,0.333,575.0,user101508@example.com,+6018882361
C101509,2025-05-14,Sarawak ,ADs,STD,44.0,F,0.175,668.0,user101509@mail.com,+6011266263
C101510,2022-04-03,kuala-lumpur,app-store,premium,23.0,M,0.393,707.0,user101510@mail.com,+6015363584
C101511,2024-09-21,kuala-lumpur,ADs,PRM,30.0,F,0.09,695.0,user101511@mail.com,+6011407870
C101512,2021-10-12,penang,paid ads,PLS,26.0,M,0.382,651.0,user101512@example.com,+6015242994
C101513,21/11/2022,MNL,Partner ,STD,18.0,M,0.198,651.0,user101513@inbox.io,+6018915640
C101514,02/11/2024,Pulau Pinang,partner,Plus ,31.0,F,0.369,773.0,user101514@inbox.io,+6017952864
C101515,2023-12-23,SELANGOR ,referral,STD,31.0,F,0.093,735.0,user101515@inbox.io,+6018393720
C101516,2021-03-24,Sabah  ,partner,premium,44.0,F,0.02,,user101516@corp.co,+6017464035
C101517,2024-07-13,Pulau Pinang,offline,Premium ,37.0,Other,0.412,761.0,user101517@inbox.io,+6019107786
C101518,15/06/2021,Penang,Partnership,PRM,24.0,M,0.208,725.0,user101518@inbox.io,+6014370704
C101519,2024-05-16,JKT,website,Standard ,47.0,M,0.467,709.0,user101519@example.com,+6017396781
C101520,2025-04-09,manila,offline,STD,42.0,F,0.365,712.0,user101520@example.com,+6011564289
C101521,2024-03-07,Selangor,Referal,Premium ,37.0,Other,0.411,611.0,user101521@inbox.io,+6016427350
C101522,2023-01-03,HCMC,IOS Store,PRM,30.0,F,0.325,770.0,user101522@corp.co,+6013386354
C101523,14/04/2024,HCMC,Partnership,standard,24.0,F,0.373,737.0,user101523@inbox.io,+6014181747
C101524,2021-09-11,sarawak,Offline  Event,standard,29.0,F,0.248,695.0,user101524@example.com,+6010460903
C101525,2024-03-10,Penang,offline,STD,41.0,M,0.15,695.0,user101525@inbox.io,+6017714696
C101526,2022-11-29,Kuala Lumpur ,Offline  Event,PRM,47.0,F,0.104,675.0,user101526@inbox.io,+6014800164
C101527,2021-03-29,Bangkok,Partner ,premium,44.0,F,0.151,646.0,user101527@inbox.io,+6010505494
C101528,2023-09-18, sabah,paid ads,Plus ,28.0,F,0.368,712.0,user101528@corp.co,+6015291371
C101529,2021-11-04,selangor,web,Standard ,23.0,M,0.553,632.0,user101529@mail.com,+6015327464
C101530,2023-11-08,Bangkok,Referal,Standard ,33.0,M,0.151,689.0,user101530@inbox.io,+6012707153
C101531,2022-03-30,MNL,Offline  Event,Premium ,18.0,M,0.348,686.0,user101531@mail.com,+6013762761
C101532,2022-03-04,MNL, Paid Ads,Plus ,35.0,M,0.213,703.0,user101532@inbox.io,+6012381107
C101533,2021-04-30,Pulau Pinang,IOS Store,Standard ,31.0,F,0.265,736.0,user101533@inbox.io,+6014976430
C101534,2023-06-11,kuala-lumpur,WEB ,premium,28.0,M,0.191,704.0,user101534@mail.com,+6014794951
C101535,2025-01-07,KL,partner,plus,19.0,M,0.183,722.0,user101535@inbox.io,+6018891457
C101536,2022-03-08,BKK,Referal,PLS,36.0,M,0.398,564.0,user101536@corp.co,+6013391250
C101537,2024-12-28,johor,Referral ,STD,28.0,F,0.056,708.0,user101537@example.com,+6015224467
C101538,2024-10-25,KL,Offline  Event,Premium ,23.0,F,0.283,685.0,user101538@example.com,+6019715753
C101539,2021-01-17,Sarawak,referral,premium,18.0,M,0.103,702.0,user101539@corp.co,6015434762
C101540,2021-09-04,SELANGOR ,paid ads,Premium ,32.0,M,0.309,648.0,user101540@mail.com,+6010890094
C101541,2021-03-01,SELANGOR ,PARTNERSHIP,PRM,46.0,M,0.388,749.0,user101541@corp.co,+6018783768
C101542,07/03/2023,sabah,app-store,STD,45.0,F,0.402,695.0,user101542@inbox.io,+6019571404
C101543,2022-11-02,sarawak,Ads,PLS,28.0,M,0.147,635.0,user101543@mail.com,+6017433588
C101544,2022-04-10,Singapore,web,STD,27.0,F,0.08,646.0,user101544@mail.com,+6014618101
C101545,2025-09-02,JKT, Paid Ads,STD,,M,0.017,734.0,user101545@mail.com,+6012851827
C101546,2025-06-28,bangkok,paid ads,Premium ,24.0,M,0.076,675.0,user101546@corp.co,+6018922275
C101547,2024-08-08,Kuala Lumpur ,Ads,PLS,34.0,F,0.601,680.0,user101547@mail.com,6011880024
C101548,12/12/2021, Sabah ,Partner  ,PLS,38.0,M,0.448,668.0,user101548@example.com,6015801292
C101549,2023-06-15,BKK,partner,PLS,42.0,F,0.363,741.0,user101549@corp.co,+6017128929
C101550,09/01/2023,Ho Chi Minh City,Partner ,Plus ,31.0,,0.039,709.0,user101550@inbox.io,+6016544090
C101551,2023-07-25,Sarawak,Offline  Event,PLS,30.0,F,0.253,,user101551@inbox.io,6012463097
C101552,2022-01-14,Kuala  Lumpur,referral,premium,25.0,F,0.143,621.0,user101552@inbox.io,+6010208560
C101553,2021-05-29,KL,paid ads,STD,25.0,F,0.162,680.0,user101553@inbox.io,+6016281706
C101554,2023-01-11,Johor,offline,PLS,30.0,M,0.326,641.0,user101554@example.com,+6012127553
C101555,28/07/2024,sarawak,web,standard,35.0,M,0.529,550.0,user101555@example.com,6014304670
C101556,2024-11-21,Penang,Ads,plus,39.0,M,0.543,635.0,user101556@mail.com,+6017565089
C101557,2021-07-15,selangor,IOS Store,PLUS ,26.0,F,0.674,663.0,user101557@example.com,+6011371631
C101558,2021-12-11,Sarawak,IOS Store,Premium ,44.0,F,0.2,656.0,user101558@ example.com,+6019399115
C101559,2025-04-02,kuala-lumpur,IOS Store,STD,30.0,M,0.182,723.0,user101559@example.com,+6018599043
C101560,2025-07-24,KL,ADs,Plus ,32.0,M,0.336,546.0,user101560@inbox.io,+6012395438
C101561,2021-02-21,kuala-lumpur,Referral ,plus,26.0,F,0.281,634.0,user101561@mail.com,+6018362481
C101562,2025-05-21,SELANGOR ,referral,Premium ,18.0,M,0.311,728.0,user101562@corp.co,+6019235597
C101563,2023-01-22,sarawak,offline,PLS,39.0,M,0.126,640.0,user101563@corp.co,+6016222841
C101564,23/03/2022,Sabah , Paid Ads,plus,38.0,M,0.202,607.0,user101564@mail.com,+6015280247
C101565,24/06/2023,Johor, ADs,PLS,30.0,F,0.309,639.0,user101565@mail.com,+6018893163
C101566,2024-08-26,MNL,WEB ,premium,33.0,F,0.295,707.0,user101566@mail.com,+6013106088
C101567,2021-01-05,selangor,offline,PRM,36.0,Other,0.398,665.0,user101567@mail.com,+6015887980
C101568,2024-01-02,Sarawak,referral,PRM,19.0,M,0.399,637.0,user101568@corp.co,+6016676239
C101569,2023-01-18,MNL,App store,PRM,28.0,F,0.106,709.0,user101569@corp.co,+6012863510
C101570,2024-07-18,HCMC,partnership,Standard ,38.0,F,0.138,702.0,user101570@corp.co,+6010686860
C101571,05/08/2022,Ho Chi Minh City,offline,standard,22.0,M,0.19,,user101571@inbox.io,6010633426
C101572,23/09/2021,jakarta,web,standard,34.0,,0.289,686.0,user101572@example.com,+6012122366
C101573,2025-06-15,Pulau Pinang,app-store,plus,21.0,M,0.103,602.0,user101573@corp.co,+6017772523
C101574,2024-01-26,bangkok,Offline  Event,plus,36.0,M,0.111,750.0,user101574@mail.com,+6018995164
C101575,2021-07-30,BKK,app-store,PLS,,M,0.27,754.0,user101575@inbox.io,+6010722821
C101576,2025-06-23,sarawak,offline,Plus ,19.0,M,0.182,663.0,user101576@mail.com,+6018639407
C101577,2025-08-18,Penang,Partner ,Standard ,41.0,F,0.558,744.0,user101577@inbox.io,+6012279355
C101578,2025-04-26,sabah,offline ,plus,26.0,M,0.081,635.0,user101578@example.com,+6010708459
C101579,27/04/2025,SELANGOR ,offline,STD,26.0,M,0.645,672.0,user101579@corp.co,+6012473730
C101580,2025-09-18,Jakarta, Paid Ads,Standard ,34.0,M,0.133,645.0,user101580@mail.com,6012756529
C101581,2021-03-05,Saigon,ADs,premium,41.0,F,0.39,679.0,user101581@inbox.io,+6011104101
C101582,28/04/2024,Pulau Pinang,WEB ,Standard ,24.0,F,0.644,684.0,user101582@example.com,+6019387041
C101583,2024-12-31,selangor,ADs,PRM,32.0,F,0.158,680.0,user101583@corp.co,+6012305028
C101584,2021-05-16,Bangkok,offline,plus,35.0,F,0.358,675.0,user101584@inbox.io,+6015811706
C101585,2024-04-16,Penang,Partnership,Plus ,38.0,M,0.171,688.0,user101585@corp.co,+6014614970
C101586,2024-03-05,Ho Chi Minh City,web,STD,33.0,M,0.318,755.0,user101586@inbox.io,+6019185982
C101587,2023-02-28,BKK,web,STD,29.0,F,0.383,,user101587@example.com,+6013152051
C101588,2021-02-20,penang,Referral ,premium,25.0,M,0.368,795.0,user101588@inbox.io,+6012613693
C101589,2024-01-15,SELANGOR ,referral,PRM,33.0,M,0.052,,user101589@corp.co,+6019237052
C101590,2021-07-29,Pulau Pinang,IOS Store,plus,23.0,F,0.137,675.0,user101590@corp.co,+6019986961
C101591,2023-12-08,jakarta,Partnership,Standard ,18.0,M,0.064,,user101591@example.com,+6019111778
C101592,2023-01-20,sarawak,ADs,plus,35.0,M,0.236,716.0,user101592@corp.co,+6012430456
C101593,2021-11-19,bangkok,referral,standard,39.0,M,0.65,712.0,user101593@mail.com,+6011123855
C101594,2023-10-31,Johor ,Referal,plus,18.0,M,0.578,755.0,user101594@corp.co,+6010933901
C101595,2022-02-19,selangor,website,premium,24.0,F,0.238,670.0,user101595@mail.com,6012277602
C101596,2021-05-18,penang,Offline  Event,Premium  ,37.0,F,0.121,735.0,user101596@corp.co,+6017726718
C101597,2023-12-31,SG,paid ads,Premium ,48.0,F,0.654,604.0,user101597@corp.co,+6018936726
C101598,24/08/2025,manila,app-store,plus,32.0,F,0.628,705.0,user101598@corp.co,+6012984934
C101599,2023-11-18,penang,Partnership,Premium ,26.0,M,0.19,714.0,user101599@inbox.io,+6015978208
C101600,2022-06-28,Penang,paid ads,Premium ,31.0,M,0.12,749.0,user101600@inbox.io,+6017699969
C101601,2024-12-14,sabah,WEB , PRM,43.0,M,0.234,722.0,user101601@mail.com,+6019968481
C101602,2025-01-26,Johor ,website,plus ,27.0,M,0.084,692.0,user101602@inbox.io,+6018650953
C101603,2022-07-21,Sabah  ,App store,Plus ,26.0,Other,0.195,661.0,user101603@example.com,+6013449132
C101604,2022-02-23,Ho Chi Minh City,website,PRM,28.0,F,0.048,660.0,user101604@mail.com,+6019824881
C101605,2021-07-16,johor, Paid Ads,Standard ,24.0,M,,661.0,user101605@corp.co,+6014321958
C101606,22/11/2024,Selangor,website,STD,33.0,M,0.194,602.0,user101606@inbox.io,+6012552156
C101607,2021-04-25,selangor,website,STD,45.0,M,0.489,785.0,user101607@example.com,+6010343303
C101608,2023-07-01,Kuala Lumpur ,App store,PRM,35.0,M,0.28,740.0,user101608@mail.com,+6012981579
C101609,2022-09-19,johor,Referal,PRM,30.0,M,0.205,695.0,user101609@corp.co,+6012414205
C101610,2021-05-17,Kuala Lumpur ,Partner ,PRM,30.0,F,0.18,729.0,user101610@mail.com,+6010677712
C101611,2022-09-12,Saigon, Paid Ads,PLS,19.0,F,0.624,725.0,user101611@mail.com,+6010997244
C101612,2021-05-11,BKK,App store,Premium ,39.0,F,0.132,620.0,user101612@inbox.io,+6017596612
C101613,2023-09-08,Sabah,Partner ,PRM,31.0,M,0.029,718.0,user101613@example.com,+6010113158
C101614,22/08/2023,Jakarta,partner,Premium ,31.0,M,0.455,756.0,user101614@mail.com,+6013604543
C101615,2025-05-21,sarawak,paid ads,PLS,58.0,F,0.22,,user101615@example.com,+6018209172
C101616,2024-05-22,Penang,partner,Premium ,34.0,F,0.177,588.0,user101616@corp.co,+6017210940
C101617,2025-08-15,singapore ,partner,standard,26.0,F,0.159,610.0,user101617@mail.com,+6015151614
C101618,2025-01-10,SINGAPORE ,referral,Plus ,29.0,F,,674.0,user101618@inbox.io,+6016668426
C101619,2023-02-27,Sarawak,offline,Standard ,41.0,F,0.43,607.0,user101619@inbox.io,+6015255631
C101620,2021-04-24,BKK,offline,STD,33.0,F,0.424,670.0,user101620@corp.co,+6014499745
C101621,17/08/2022,Sarawak,Referral ,PRM,20.0,M,0.347,641.0,user101621@inbox.io,+6010630842
C101622,2023-06-08,Kuala Lumpur ,referral,Premium ,39.0,F,0.485,680.0,user101622@mail.com,+6018689343
C101623,2024-01-15,Singapore,Partnership,premium,27.0,M,0.128,649.0,user101623@example.com,+6019487111
C101624,2021-05-29,Sabah,App store,Plus ,,M,0.024,,user101624@inbox.io,+6019269503
C101625,2023-10-29,Singapore,offline,Standard ,41.0,F,0.524,,user101625@inbox.io,+6010667651
C101626,2023-04-29,MNL,web,standard,28.0,M,0.202,623.0,user101626@inbox.io,+6015222753
C101627,2022-01-22,jakarta,Partnership,Standard ,42.0,M,0.475,,user101627@corp.co,6015188356
C101628,2024-02-18,bangkok,Offline  Event,plus,33.0,M,0.073,629.0,user101628@corp.co,+6012247104
C101629,2024-09-19,Singapore,referral,standard,39.0,M,0.288,680.0,user101629@inbox.io,+6018536886
C101630,2024-05-27,Ho Chi Minh City,Partner ,premium,36.0,M,0.15,675.0,user101630@inbox.io,+6016147640
C101631,28/09/2024,Ho Chi Minh City,Referral ,Plus ,25.0,M,0.269,701.0,user101631@mail.com,+6010700349
C101632,16/04/2024,selangor,Ads,STD,27.0,M,0.358,691.0,user101632@example.com,+6019753463
C101633,2023-11-20,selangor,Partner ,plus,,M,0.396,754.0,user101633@corp.co,+6017823120
C101634,2022-08-04,kuala-lumpur,Partnership,PLS,,Other,0.226,678.0,user101634@mail.com,+6014705917
C101635,2025-03-22,Penang,paid ads,Plus ,29.0,M,0.118,642.0,user101635@example.com,+6014214915
C101636,2025-03-26,Jakarta,web, Standard ,24.0,M,0.222,736.0,user101636@mail.com,+6011917108
C101637,2024-02-16,Sabah,web,plus,35.0,F,0.558,,user101637@corp.co,+6017215322
C101638,2025-06-02,manila,Offline  Event,Plus-,49.0,F,0.283,733.0,user101638@example.com,+6015711013
C101639,2023-04-09, SG,app-store,PLS,23.0,F,0.055,673.0,user101639@corp.co,+6010346111
C101640,2021-09-14,Singapore,offline,PRM,32.0,M,0.19,601.0,user101640@example.com,+6016410060
C101641,2024-08-11,Pulau  Pinang,ADs,standard,43.0,F,0.311,815.0,user101641@mail.com,+6018855668
C101642,2021-09-03,sabah,IOS Store,Standard ,31.0,F,0.524,644.0,user101642@example.com,+6017360156
C101643,2024-08-30,Penang,Partner ,plus,36.0,F,0.606,610.0,user101643@ inbox.io,+6017231944
C101644,2022-07-15,penang,IOS Store,premium,24.0,F,0.393,,user101644@inbox.io,+6015743477
C101645,2025-08-22,HCMC,app-store,standard,35.0,F,0.169,623.0,user101645@mail.com,+6010891506
C101646,2023-07-02,MNL ,Referal,plus,31.0,F,0.157,656.0,user101646@example.com,6011253082
C101647,2023-09-25,KL,Ads,Standard ,40.0,F,0.259,687.0,user101647@example.com,+6015731452
C101648,2021-11-15,Johor ,partner,Standard ,41.0,M,0.272,671.0,user101648@inbox.io,+6019546770
C101649,2021-09-06,MNL,offline,Premium ,53.0,F,0.173,,user101649@inbox.io,+6018392850
C101650,2023-10-16,sabah ,Offline  Event,standard,37.0,F,0.067,775.0,user101650@example.com,+6018823076
C101651,2023-07-08,Penang,IOS Store,Plus ,35.0,M,0.35,673.0,user101651@example.com,+6013382143
C101652,2023-08-11,Sarawak,IOS Store,Plus ,34.0,Other,0.165,626.0,user101652@example.com,+6013832586
C101653,2024-10-17,Johor,Referral ,PRM,29.0,M,0.37,739.0,user101653@inbox.io,+6012691786
C101654,2024-08-16,sarawak,app-store,PRM,35.0,M,0.338,637.0,user101654@mail.com,+6017667257
C101655,2022-06-02,Johor,web,Standard ,30.0,F,0.507,673.0,user101655@example.com,+6016759248
C101656,2024-10-11,HCMC,referral,premium,33.0,M,0.624,626.0,user101656@inbox.io,+6017178022
C101657,2023-12-29,SG,Partner ,PLS,43.0,M,0.085,693.0,user101657@inbox.io,+6015427407
C101658,2024-10-21,Kuala  Lumpur,App store,PLS,24.0,M,0.117,682.0,user101658@inbox.io,+6012948772
C101659,2021-05-12,Sabah, Paid Ads,plus,41.0,M,0.579,678.0,user101659@corp.co,+6019823396
C101660,2024-01-01,Johor ,PARTNERSHIP,Standard ,43.0,M,0.436,689.0,user101660@mail.com,+6015805858
C101661,2024-09-13,kuala-lumpur,ADs,STD,31.0,M,0.111,729.0,user101661@mail.com,+6019723819
C101662,2023-05-04,bangkok,Offline  Event,PRM,18.0,M,0.593,722.0,user101662@corp.co,+6015942214
C101663,2021-06-28,Kuala Lumpur ,website,standard,27.0,Other,0.075,618.0,user101663@example.com,+6017185690
C101664,2021-08-22,penang,REFERRAL ,PRM,42.0,Other,,640.0,user101664@corp.co,+6019416690
C101665,2024-06-16,selangor, Paid Ads,Standard ,32.0,M,0.225,735.0,user101665@ inbox.io,+6017804119
C101666,03/02/2024,kuala-lumpur,Referral  ,Standard ,24.0,F,0.444,633.0,user101666@example.com,+6017154120
C101667,2025-05-14,Pulau Pinang,Partnership,Plus ,28.0,M,0.193,710.0,user101667@inbox.io,+6010590450
C101668,13/05/2022,Jakarta, Paid Ads,Standard  ,39.0,M,0.337,730.0,user101668@mail.com,+6011729347
C101669,2021-04-07, Johor,ADs,Plus ,36.0,M,0.042,582.0,user101669@inbox.io,+6011877741
C101670,2022-03-20,SELANGOR ,WEB ,premium,30.0,Other,0.698,656.0,user101670@example.com,6010343458
C101671,2024-09-23,sarawak,Referral ,STD,,F,0.175,729.0,user101671@corp.co,+6015297820
C101672,2021-04-19,bangkok,website,standard,29.0,M,0.344,671.0,user101672@example.com,+6013521121
C101673,2022-01-28,sarawak,referral,standard,25.0,M,0.292,656.0,user101673@example.com,+6013466300
C101674,2021-07-28,HCMC ,App store,plus,45.0,M,0.285,730.0,user101674@corp.co,+6019255762
C101675,2023-01-04,sabah,IOS Store,PLS,,F,0.108,746.0,user101675@mail.com,+6011755900
C101676,2024-02-13,Bangkok,App store,standard ,42.0,F,0.047,639.0,user101676@example.com,+6017288261
C101677,2024-01-31,sarawak,ADs,plus,44.0,M,0.161,786.0,user101677@example.com,+6013378613
C101678,2024-04-04,sarawak,Referal,Premium ,40.0,F,0.366,573.0,user101678@mail.com,6010454847
C101679,2021-04-11,SELANGOR ,Ads,Plus ,29.0,M,0.179,590.0,user101679@corp.co,+6011490964
C101680,2022-04-22,Saigon,website,PRM,35.0,F,0.425,653.0,user101680@inbox.io,6015658975
C101681,29/10/2024,Ho Chi Minh City,offline,Premium ,32.0,F,0.412,660.0,user101681@mail.com,+6018777086
C101682,27/02/2024,johor,web,PLS,25.0,M,0.06,663.0,user101682@example.com,+6016540889
C101683,2024-03-01,Pulau Pinang,ADs,STD,35.0,F,0.217,648.0,user101683@mail.com,+6013957763
C101684,2024-10-11,johor,website,STD,23.0,F,0.334,636.0,user101684@mail.com,+6011790563
C101685,2021-08-27,Bangkok,IOS Store,PLS,42.0,M,0.14,667.0,user101685@corp.co,+6014799094
C101686,04/03/2022,Pulau Pinang,WEB  ,standard,28.0,M,0.503,645.0,user101686@mail.com,+6013668297
C101687,03/07/2025,SG ,ADs,STD,34.0,F,0.224,721.0,user101687@corp.co,+6017159214
C101688,2024-02-15,Pulau Pinang,referral,standard,34.0,M,0.074,682.0,user101688@corp.co,+6016215254
C101689,2024-05-21,selangor,app-store,Premium ,,M,0.506,667.0,user101689@example.com,+6011459503
C101690,2023-09-04,singapore ,paid-ads,premium,37.0,M,0.313,676.0,user101690@inbox.io,+6014252857
C101691,2023-05-16,SELANGOR ,Referal,Standard ,28.0,F,,747.0,user101691@inbox.io,+6011217887
C101692,2023-02-15,Saigon,app-store,plus,39.0,F,0.242,651.0,user101692@example.com,+6018896757
C101693,2021-12-19,JKT,WEB ,Standard ,21.0,F,0.1,,user101693@example.com,+6018750821
C101694,2021-03-22,Jakarta,app store,PRM,33.0,F,0.165,621.0,user101694@inbox.io,+6015741539
C101695,02/08/2022,Sabah ,Offline  Event,STD,48.0,M,0.031,666.0,user101695@corp.co,+6014726429
C101696,2025-03-31,sarawak,IOS Store,premium,24.0,F,0.319,709.0,user101696@mail.com,+6011754270
C101697,2025-05-28,singapore ,offline  event,STD,27.0,F,0.206,733.0,user101697@example.com,+6012860435
C101698,2024-04-17,SG,referral,plus,36.0,M,0.115,779.0,user101698@corp.co,+6016441040
C101699,2022-01-01,Sabah,Offline  Event,standard,33.0,M,0.078,724.0,user101699@example.com,+6019452114
C101700,2023-03-25, kuala-lumpur,Offline  Event,PRM,35.0,M,0.126,627.0,user101700@example.com,+6011598977
C101701,2023-03-20,Manila,partner ,std,36.0,F,0.157,668.0,user101701@inbox.io,+6013344083
C101702,2024-10-18,SG,IOS Store,Standard ,37.0,F,0.166,550.0,user101702@corp.co,+6016785967
C101703,2022-10-29,MNL,website,Plus ,41.0,F,0.528,661.0,user101703@inbox.io,+6016543597
C101704,2023-06-07,Sabah,Partner ,plus,35.0,Other,0.173,644.0,user101704@mail.com,+6014675371
C101705,2025-03-07,Kuala Lumpur , Paid Ads,Standard ,30.0,M,0.177,541.0,user101705@corp.co,+6011392130
C101706,2022-09-14,Ho Chi Minh City , WEB ,PRM,37.0,F,0.445,806.0,user101706@example.com,+6013192476
C101707,2022-01-17,bangkok,IOS Store,PRM,47.0,F,0.121,657.0,user101707@corp.co,+6013927346
C101708,2022-02-26,JOHOR ,WEB ,Premium ,31.0,M,0.7,554.0,user101708@mail.com,+6017376678
C101709,2021-08-19,Sabah ,Referral ,premium,24.0,Other,0.163,664.0,user101709@example.com,+6010901649
C101710,2024-11-05,jakarta,app-store,premium,41.0,M,0.328,779.0,user101710@inbox.io,+6010833945
C101711,2022-06-21,johor,paid ads,Plus ,31.0,F,0.529,794.0,user101711@example.com,+6011694355
C101712,2024-10-14,BKK,Referral ,PREMIUM,18.0,F,0.3,684.0,user101712@mail.com,+6018160915
C101713,30/09/2021,SELANGOR ,Offline    Event,Standard ,39.0,,0.042,686.0,user101713@inbox.io,+6011965889
C101714,2023-09-20,kuala lumpur ,IOS Store,STD,28.0,F,0.202,754.0,user101714@mail.com,+6011105033
